,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
84734,wyVxeIuawWPeXKbhgqK8ag,Clover Food Lab,27 School St,Boston,MA,02108,42.3577277374,-71.0591528738,4.0,206,1,"{'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'WiFi': ""'free'"", 'Alcohol': ""u'none'"", 'DogsAllowed': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","Restaurants, Vegetarian, Coffee & Tea, Breakfast & Brunch, American (Traditional), Cafes, American (New), Food, Local Flavor, Sandwiches, Salad","{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '11:0-18:0'}"
84813,754pXVsGe6P-9pfyTocv_Q,Off Center,436 Boston Post Rd,Weston,MA,02493,42.3670445,-71.3011321,4.5,21,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'Caters': 'True'}","Sandwiches, Cafes, Food, Event Planning & Services, Caterers, Specialty Food, Delis, Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:30', 'Wednesday': '7:0-18:30', 'Thursday': '7:0-18:30', 'Friday': '7:0-18:30', 'Saturday': '7:0-14:0'}"
84844,9giqdVvjMkdwuDHWWn56EQ,Grass Roots Cafe,101 Arch St,Boston,MA,02110,42.35475,-71.05924,4.5,139,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': False, 'valet': False}""}","Delis, Sandwiches, Cafes, Restaurants, Korean, Coffee & Tea, Food","{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0'}"
84856,fWheR1qMVsluwQFuXovtmg,Trixi's Crepe & Coffeehaus,3306 Cambie Street,Vancouver,BC,V5Z 2W5,49.255692,-123.1149243,4.0,53,0,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True'}","Coffee & Tea, Cafes, Creperies, Food, Restaurants, Desserts, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}"
84858,8yzZiuqJvHdlumsS9B8yGQ,Goodness Grocery,"4500 West Village Pl, Ste 1001",Smyrna,GA,30080,33.844667,-84.490896,4.0,53,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}","Cafes, Health & Medical, Organic Stores, Restaurants, Specialty Food, Food, Grocery, Health Markets","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0'}"
84879,2onBmyGE49llgvs7xRDc9w,Puchi,338 Lonsdale,North Vancouver,BC,V7M 3M9,49.3140903,-123.076323,4.0,8,0,"{'WiFi': ""u'free'"", 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'True'}","Cafes, Internet Cafes, Food, Sandwiches, Health Markets, Specialty Food, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:30', 'Wednesday': '8:0-15:30', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-17:0'}"
84929,dt3p_TG6VHSU8nBdhDODQg,Peapod Play Cafe,4874 Thompson Rd,Columbus,OH,43230,40.065455,-82.861553,4.0,12,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True'}","Playgrounds, Event Planning & Services, Education, Cafes, Active Life, Kids Activities, Indoor Playcentre, Venues & Event Spaces, Local Services, Child Care & Day Care, Art Classes, Restaurants, Food, Coffee & Tea, Party & Event Planning","{'Monday': '0:0-0:0', 'Tuesday': '9:30-16:0', 'Wednesday': '9:30-16:0', 'Thursday': '9:30-14:0', 'Friday': '9:30-16:0'}"
84973,Kv_o6REzUxpo7c44OFjOvQ,Be Fresh - Bayswater,2951 West Broadway,Vancouver,BC,V6K 4N3,49.2642200321,-123.171339766,3.5,13,0,"{'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False'}","Coffee & Tea, Food, Organic Stores, Cafes, Restaurants, Event Planning & Services, Caterers, Grocery","{'Monday': '8:0-17:0', 'Tuesday': '8:0-19:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '8:0-20:0', 'Sunday': '7:30-17:0'}"
85091,KZMXt4da-rflDZBUaPtgbw,Fleck,1169 Walnut St,Newton Highlands,MA,02461,42.3218602762,-71.2064997025,4.0,49,0,"{'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False'}","Cafes, Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '9:0-15:0'}"
85148,dsYOWeRSD1lvR3-XPV4-jw,Cafeteria Y Pizzeria Mi Colombia,50 Maverick Sq,Boston,MA,02128,42.370138289,-71.0387020558,2.5,5,1,"{'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False'}","Latin American, Breakfast & Brunch, Grocery, Pizza, Colombian, Cafeteria, Moroccan, Butcher, Restaurants, Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '6:0-20:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-11:0', 'Sunday': '9:0-20:0'}"
85160,ZzZ33_we1GM1AB9KBbF56Q,Sweet Tooth Cafe,2404 Hastings Street E,Vancouver,BC,V5K 1Z1,49.2810006,-123.0563166,3.5,23,0,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""'quiet'"", 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Thai, Coffee & Tea, Cafes, Food, Restaurants",
85221,2YjYcg9I38WGIUZ4iwPqgg,Frutta Bowls -Chastain Park,"4920 Roswell Rd NE, Ste 46",Atlanta,GA,30342,33.8884746,-84.3824034,4.5,68,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True'}","Food, Acai Bowls, Cafes, Restaurants, Vegan, Juice Bars & Smoothies, Coffee & Tea","{'Monday': '0:0-0:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}"
85241,U-gH1hMyaohlB5anfEK9MA,Rev Cafe,7679 E Main St,Reynoldsburg,OH,43068,39.955066,-82.79276,4.0,25,0,"{'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'""}","Cafes, Burgers, Restaurants, Ice Cream & Frozen Yogurt, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
85308,SCOLHazDkZX6LmLvBzfoKg,Estea Cafe Metro Place,4466 Beresford Street,Burnaby,BC,V5H 2Y8,49.225274,-123.0039799,2.5,23,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'False'}","Desserts, Restaurants, Cafes, Bubble Tea, Food, Coffee & Tea","{'Monday': '12:0-23:0', 'Tuesday': '12:0-23:0', 'Wednesday': '12:0-23:0', 'Thursday': '12:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}"
85328,M8QBk8eOiZsgPm6zwCz4qQ,Palm Tree Cafe,"400 N Cocoa Blvd, US-1",Cocoa,FL,32922,28.360032,-80.732666,4.5,23,0,"{'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Cafes, French, Restaurants","{'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-20:0', 'Saturday': '17:0-20:0'}"
85336,0JO4VP-IFKkSTVHe_BJT9w,Cup Full Dessert Cafe,"1163 Pinetree Way, Suite 2079",Coquitlam,BC,V3B 8A9,49.2798956,-122.7928573,4.0,16,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Food, Cafes, Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:30-19:30'}"
85395,Q2cH-tLGwqsmbff8lrtAew,Breakfast Club,267 W Rd,Ocoee,FL,34761,28.6038644,-81.5486091,3.5,52,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'HappyHour': 'False', 'Alcohol': ""'none'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Cafes, Restaurants, American (Traditional), Diners, Breakfast & Brunch","{'Monday': '6:0-15:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-15:0', 'Sunday': '7:0-15:0'}"
85413,1w76Ei4Du7Wy-DTUc8Ft4A,Canvas Restaurant & Market,13615 Sachs Ave,Orlando,FL,32827,28.3709999,-81.2615626,4.0,559,1,"{'GoodForKids': 'True', 'HasTV': 'True', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': True}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'CoatCheck': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'WiFi': ""'free'""}","Home & Garden, Restaurants, Home Decor, Bars, Cafes, Furniture Stores, American (New), Cocktail Bars, Shopping, Breakfast & Brunch, Nightlife","{'Monday': '8:0-22:0', 'Tuesday': '11:0-23:59', 'Wednesday': '10:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-21:0'}"
85515,a12oPoj3p2-dhcJUnGV1ew,Armani Cafe,214 Newbury St,Boston,MA,02116,42.349821,-71.080747,3.0,25,0,"{'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'dressy'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Cafes",
85577,f4rRh2IMeS_POKPDGyQHFw,Cafe Bartlett Sq,154 Green St,Jamaica Plain,MA,02130,42.310331,-71.1066498,3.0,120,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True'}","Food, Coffee & Tea, Bakeries, Sandwiches, Restaurants, Ice Cream & Frozen Yogurt, Cafes","{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '8:0-19:0', 'Sunday': '8:0-17:0'}"
85592,zNeWxvftkPE7yzgSNJ3zFg,Astro Coffee Bar,2052 Broadway St,Boulder,CO,80302,40.0185643,-105.2800076,4.5,13,1,"{'Alcohol': ""u'none'"", 'Corkage': 'False', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'BYOB': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False'}","Food, Restaurants, Cafes, Coffee & Tea","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '12:0-16:0', 'Sunday': '11:0-16:0'}"
